"PRIM_STATE","AREA","AREA_TITLE","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90","ANNUAL","label","year","NAICS","NAICS_TITLE","I_GROUP","AREA_TYPE","OWN_CODE","PCT_TOTAL","PCT_RPT","LOC_QUOTIENT","JOBS_1000","HOURLY"
"CA","42060","Santa Barbara-Santa Maria, CA","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",NA,"90","49.3","18.73","38950","7.4","10.65","15.19","18.77","22.26","25.61","22160","31600","39040","46300","53260",NA,"green job","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","47-5013","Service unit operators, oil, gas, and mining",NA,"30","47.5","19.11","39750","12.8","12.96","15.09","17.68","24.45","27.15","26950","31390","36780","50860","56460",NA,"ff job","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","47-5071","Roustabouts, oil and gas",NA,"**","**","14.87","30920","6.0","9.68","11.77","13.46","19.13","21.54","20140","24480","27990","39800","44800",NA,"ff job","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","47-5021","Earth drillers, except oil and gas",NA,"30","43.9","18.66","38820","7.9","14.31","15.27","16.87","22.27","26.04","29770","31760","35090","46310","54160",NA,"ff job","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","47-5071","Roustabouts, oil and gas",NA,"80","39.2","*","*","*","*","*","*","*","*","*","*","*","*","*",NA,"ff job","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","11-3051","Industrial production managers",NA,"500","6.2","45.31","94240","4.4","23.66","30.26","40.30","57.29","#","49210","62950","83830","119150","#",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","11-3071","Transportation, storage, and distribution managers",NA,"180","9.4","40.90","85070","4.3","23.94","28.63","38.13","51.47","61.62","49790","59550","79320","107050","128170",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","11-9041","Engineering managers",NA,"990","13.4","53.44","111150","2.5","36.93","42.03","49.12","62.20","#","76810","87430","102170","129370","#",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","11-9199","Managers, all other",NA,"630","8.5","49.60","103160","7.4","26.30","34.39","46.09","62.34","#","54710","71540","95860","129670","#",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","17-2051","Civil engineers",NA,"660","13.3","39.25","81630","2.7","24.85","29.85","39.14","47.37","55.67","51690","62080","81410","98530","115800",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","17-2071","Electrical engineers",NA,"470","36.7","41.63","86580","5.5","26.28","31.69","40.41","48.93","59.01","54670","65910","84060","101770","122740",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","17-2141","Mechanical engineers",NA,"640","7.8","37.90","78840","4.2","22.60","29.61","39.22","45.94","54.29","47010","61590","81590","95560","112920",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","17-2199","Engineers, all other",NA,"250","15.7","44.82","93220","4.6","27.63","34.42","44.31","55.77","63.17","57470","71590","92160","116010","131390",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products",NA,"810","13.1","40.06","83320","4.9","22.07","27.54","38.78","48.88","63.47","45900","57280","80650","101670","132020",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","47-1011","First-line supervisors/managers of construction trades and extraction workers",NA,"1390","13.6","32.16","66890","2.1","22.77","26.37","32.22","37.71","43.13","47350","54840","67020","78430","89700",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","47-2211","Sheet metal workers",NA,"190","33.0","20.42","42470","4.9","12.58","14.94","19.39","25.63","30.67","26170","31080","40330","53310","63790",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","47-4099","Construction and related workers, all other",NA,"80","2.2","11.25","23410","2.5","7.58","8.08","8.90","14.00","16.10","15770","16800","18510","29110","33500",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","49-9042","Maintenance and repair workers, general",NA,"2260","6.6","16.98","35320","3.0","9.52","11.45","15.80","21.00","27.48","19790","23820","32870","43690","57160",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","49-9099","Installation, maintenance, and repair workers, all other",NA,"310","22.5","18.76","39030","5.8","10.89","13.60","18.49","24.30","27.73","22640","28290","38470","50540","57690",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","51-4041","Machinists",NA,"980","13.9","16.90","35150","4.3","8.32","10.73","15.45","21.28","26.96","17310","22330","32130","44270","56080",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",NA,"**","**","20.46","42560","8.1","11.26","18.09","21.77","25.04","26.95","23420","37620","45280","52080","56060",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","11-3051","Industrial production managers",NA,"110","5.2","39.11","81350","2.0","24.46","30.02","37.89","48.79","57.19","50890","62440","78820","101490","118960",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","11-3071","Transportation, storage, and distribution managers",NA,"40","11.0","36.89","76730","4.0","21.58","28.08","39.18","45.51","50.18","44880","58410","81490","94660","104370",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","11-9041","Engineering managers",NA,"120","14.9","44.83","93240","3.5","30.18","38.10","44.43","53.99","61.89","62770","79250","92410","112300","128730",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","11-9199","Managers, all other",NA,"120","21.6","38.79","80690","4.5","24.32","27.82","38.47","48.44","56.24","50580","57870","80010","100750","116980",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","17-2051","Civil engineers",NA,"180","19.0","31.80","66140","5.9","14.32","24.90","30.53","39.28","49.29","29790","51790","63490","81690","102530",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","17-2071","Electrical engineers",NA,"100","38.9","34.46","71670","2.4","26.64","30.54","34.14","38.44","44.49","55410","63520","71010","79950","92550",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","17-2141","Mechanical engineers",NA,"150","43.5","44.18","91890","12.7","25.07","31.58","39.16","49.43","#","52140","65690","81440","102820","#",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products",NA,"60","34.6","31.73","66000","16.1","18.71","20.75","23.38","40.65","61.35","38920","43160","48630","84550","127600",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","47-1011","First-line supervisors/managers of construction trades and extraction workers",NA,"660","18.0","29.68","61730","2.6","21.88","25.45","29.12","34.28","39.41","45510","52930","60570","71300","81980",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","47-2211","Sheet metal workers",NA,"**","**","23.32","48500","3.9","14.21","17.66","24.88","27.59","30.15","29550","36730","51750","57390","62710",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","49-9042","Maintenance and repair workers, general",NA,"940","6.9","16.12","33530","2.7","9.62","11.15","14.66","20.60","24.74","20000","23190","30490","42850","51450",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","49-9099","Installation, maintenance, and repair workers, all other",NA,"130","38.0","16.03","33340","6.3","9.03","9.97","12.45","19.44","32.15","18790","20750","25900","40440","66860",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","51-4041","Machinists",NA,"260","16.7","19.88","41350","8.2","8.31","12.25","18.05","28.52","33.62","17290","25490","37540","59320","69920",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",NA,"180","8.7","18.98","39480","11.3","10.39","12.17","15.74","23.59","34.12","21610","25310","32740","49060","70970",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","11-3051","Industrial production managers",NA,"220","10.1","45.88","95420","5.2","24.90","31.00","40.16","55.43","#","51790","64490","83540","115290","#",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","11-3071","Transportation, storage, and distribution managers",NA,"110","25.3","36.51","75940","5.2","24.41","29.83","33.60","41.34","54.01","50770","62050","69880","85990","112340",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","11-9041","Engineering managers",NA,"320","14.7","57.84","120310","2.7","38.42","47.04","56.89","65.82","#","79920","97850","118340","136910","#",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","11-9199","Managers, all other",NA,"280","13.1","40.54","84330","3.7","22.58","28.49","39.37","52.09","61.25","46980","59250","81890","108340","127400",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","17-2051","Civil engineers",NA,"610","28.5","38.06","79170","4.4","23.18","30.70","35.61","45.73","57.36","48210","63870","74080","95110","119300",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","17-2071","Electrical engineers",NA,"250","9.4","41.47","86260","2.1","27.98","33.25","39.62","49.46","59.32","58190","69160","82400","102870","123390",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","17-2141","Mechanical engineers",NA,"280","9.1","40.22","83660","3.8","24.15","30.78","39.81","48.92","58.15","50230","64030","82800","101750","120960",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","17-2199","Engineers, all other",NA,"380","6.6","47.02","97810","2.3","32.23","39.06","46.11","55.98","65.52","67040","81240","95910","116440","136270",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products",NA,"420","16.6","34.11","70940","5.5","19.06","23.40","28.16","41.12","56.98","39650","48660","58570","85520","118510",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","47-1011","First-line supervisors/managers of construction trades and extraction workers",NA,"910","11.4","31.33","65180","2.5","20.87","25.40","31.33","36.95","43.35","43410","52820","65170","76860","90160",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","47-2211","Sheet metal workers",NA,"**","**","23.96","49830","6.7","14.43","22.87","25.00","27.21","28.56","30010","47570","52010","56590","59400",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","49-9042","Maintenance and repair workers, general",NA,"1950","16.3","16.62","34570","3.9","8.96","11.74","16.67","20.72","25.12","18630","24410","34670","43090","52260",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","49-9099","Installation, maintenance, and repair workers, all other",NA,"230","29.8","15.54","32330","4.1","10.06","11.83","14.66","18.22","22.50","20930","24610","30490","37900","46810",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","51-4041","Machinists",NA,"310","26.5","19.54","40630","4.9","11.49","15.00","19.13","24.32","28.73","23910","31200","39790","50590","59760",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",NA,"110","26.9","24.30","50550","6.0","14.73","18.65","22.73","28.29","35.81","30640","38800","47280","58830","74490",NA,"green job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","47-5012","Rotary drill operators, oil and gas",NA,"**","**","19.92","41440","28.2","9.61","10.55","24.62","27.52","29.54","19980","21950","51200","57250","61440",NA,"ff job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","47-5013","Service unit operators, oil, gas, and mining",NA,"**","**","20.29","42190","16.4","11.16","14.78","20.34","24.91","30.20","23220","30730","42300","51810","62820",NA,"ff job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","47-5071","Roustabouts, oil and gas",NA,"40","39.2","15.14","31500","11.6","10.00","11.30","15.84","18.19","20.33","20800","23500","32950","37830","42280",NA,"ff job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","47-5021","Earth drillers, except oil and gas",NA,"**","**","16.13","33540","17.6","12.76","13.53","14.69","16.88","23.69","26540","28150","30560","35110","49270",NA,"ff job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","47-5013","Service unit operators, oil, gas, and mining",NA,"140","8.4","20.92","43510","4.3","16.32","18.57","20.70","23.28","26.89","33950","38630","43050","48430","55920",NA,"ff job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","47-5071","Roustabouts, oil and gas",NA,"**","**","16.97","35300","7.0","13.24","15.23","17.25","19.51","21.16","27540","31680","35880","40580","44020",NA,"ff job","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","11-3051","Industrial production managers",NA,"520","6.0","46.62","96970","5.2","22.55","30.44","42.53","59.70","#","46900","63310","88460","124180","#",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","11-3071","Transportation, storage, and distribution managers",NA,"220","12.6","42.74","88900","4.2","26.26","32.31","41.39","52.00","62.32","54630","67200","86100","108160","129620",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","11-9041","Engineering managers",NA,"980","11.0","53.77","111840","2.9","36.91","42.86","49.82","61.69","#","76770","89150","103630","128310","#",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","11-9199","Managers, all other",NA,"820","7.6","50.48","104990","6.9","28.09","36.08","47.44","62.21","#","58420","75050","98680","129400","#",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","17-2051","Civil engineers",NA,"660","11.6","44.52","92610","5.5","26.55","32.69","41.89","50.41","61.33","55220","67990","87140","104850","127570",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","17-2071","Electrical engineers",NA,"420","33.5","44.67","92910","8.1","26.77","32.38","42.26","53.64","67.63","55680","67340","87910","111570","140680",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","17-2141","Mechanical engineers",NA,"580","7.7","38.45","79970","4.8","21.48","29.26","39.10","47.10","56.71","44680","60870","81330","97980","117950",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","17-2199","Engineers, all other",NA,"420","22.9","43.85","91200","3.7","26.85","33.96","42.94","54.75","62.60","55850","70640","89320","113880","130210",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products",NA,"910","12.7","42.28","87940","5.9","21.56","28.72","41.30","50.97","66.75","44840","59740","85910","106010","138830",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","47-1011","First-line supervisors/managers of construction trades and extraction workers",NA,"1270","12.6","34.34","71420","2.3","24.67","28.84","34.57","39.34","45.79","51310","59990","71900","81830","95240",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","47-2211","Sheet metal workers",NA,"**","**","20.39","42410","4.1","12.93","15.17","19.48","25.24","29.68","26900","31560","40520","52500","61730",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","47-4099","Construction and related workers, all other",NA,"**","**","18.95","39410","6.4","10.78","13.83","16.80","25.82","29.57","22420","28760","34950","53710","61510",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","49-9042","Maintenance and repair workers, general",NA,"2350","5.4","18.60","38690","3.1","10.07","12.69","17.49","23.38","29.63","20950","26390","36370","48630","61630",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","49-9099","Installation, maintenance, and repair workers, all other",NA,"290","23.5","18.28","38020","4.3","11.14","13.80","17.27","22.21","28.08","23170","28700","35920","46200","58400",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","51-4041","Machinists",NA,"980","12.1","16.43","34170","3.5","8.78","11.93","15.00","20.76","25.79","18270","24810","31200","43190","53640",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","51-8013","Power plant operators",NA,"80","8.9","34.01","70750","2.7","27.61","30.27","33.85","37.73","42.86","57420","62970","70410","78480","89140",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","37100","Oxnard-Thousand Oaks-Ventura, CA","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",NA,"100","21.5","23.01","47850","3.0","19.75","20.87","22.73","24.84","27.87","41070","43410","47290","51680","57970",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","11-3051","Industrial production managers",NA,"80","9.7","39.04","81210","6.4","23.26","28.32","36.42","49.03","60.25","48390","58900","75760","101970","125310",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","11-3071","Transportation, storage, and distribution managers",NA,"50","21.3","47.69","99190","14.1","27.98","36.13","42.76","49.33","#","58190","75150","88940","102600","#",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","11-9041","Engineering managers",NA,"100","23.6","48.35","100570","4.9","33.17","40.37","48.42","58.18","64.61","69000","83970","100720","121020","134390",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","11-9199","Managers, all other",NA,"150","19.3","47.70","99220","12.9","23.93","28.08","40.95","59.08","#","49780","58410","85170","122890","#",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","17-2051","Civil engineers",NA,"390","16.4","35.60","74050","2.3","24.82","30.81","35.42","39.83","47.97","51630","64090","73670","82850","99780",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","17-2071","Electrical engineers",NA,"50","14.6","36.06","75010","4.7","24.54","31.53","36.07","42.56","49.55","51040","65570","75020","88530","103060",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","17-2141","Mechanical engineers",NA,"130","18.9","29.22","60780","7.5","14.24","17.73","29.44","37.56","45.72","29620","36880","61230","78130","95100",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","17-2199","Engineers, all other",NA,"120","12.6","40.67","84590","8.7","14.92","31.15","44.97","51.18","58.42","31030","64800","93530","106450","121510",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products",NA,"90","44.6","27.05","56270","10.2","18.91","20.66","22.71","24.90","52.37","39340","42980","47240","51790","108920",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","47-1011","First-line supervisors/managers of construction trades and extraction workers",NA,"660","14.1","31.15","64790","2.2","24.48","26.93","30.31","35.44","40.60","50920","56010","63040","73720","84440",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","49-9042","Maintenance and repair workers, general",NA,"790","8.0","16.28","33870","3.1","9.97","12.06","15.26","20.05","23.92","20750","25080","31740","41710","49760",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","49-9099","Installation, maintenance, and repair workers, all other",NA,"140","27.5","15.61","32470","7.2","9.73","10.53","12.64","19.22","24.10","20240","21900","26300","39980","50120",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","51-4041","Machinists",NA,"220","17.7","19.27","40070","7.1","11.78","14.65","17.30","22.33","33.10","24490","30460","35980","46450","68840",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42020","San Luis Obispo-Paso Robles, CA","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",NA,"160","21.7","25.19","52390","6.5","13.71","18.99","23.11","31.34","39.53","28520","39510","48080","65180","82230",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","11-3051","Industrial production managers",NA,"210","10.3","46.43","96560","4.6","27.61","33.92","41.64","55.84","69.61","57440","70550","86610","116140","144780",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","11-3071","Transportation, storage, and distribution managers",NA,"100","18.0","36.31","75530","5.8","19.10","27.23","34.03","44.95","57.25","39730","56640","70780","93490","119080",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","11-9041","Engineering managers",NA,"350","8.1","60.04","124870","3.3","39.20","47.00","57.45","68.21","#","81540","97760","119500","141880","#",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","11-9199","Managers, all other",NA,"290","14.6","44.12","91760","4.4","22.76","28.89","41.07","55.78","67.32","47350","60080","85420","116020","140030",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","17-2051","Civil engineers",NA,"460","32.1","32.24","67070","8.8","13.43","15.25","29.06","45.69","56.37","27940","31710","60450","95030","117250",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","17-2071","Electrical engineers",NA,"370","33.7","45.04","93680","3.1","29.22","35.13","43.83","55.56","63.29","60780","73070","91160","115560","131640",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","17-2141","Mechanical engineers",NA,"370","12.5","37.55","78110","3.9","19.82","26.50","35.85","47.50","58.18","41220","55110","74560","98790","121010",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","17-2199","Engineers, all other",NA,"310","22.7","43.97","91450","4.4","26.07","32.16","43.56","54.70","65.06","54220","66900","90600","113780","135330",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products",NA,"280","15.6","43.83","91170","9.1","19.02","26.15","37.92","56.59","#","39570","54390","78880","117710","#",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","47-1011","First-line supervisors/managers of construction trades and extraction workers",NA,"940","11.8","32.44","67470","2.9","20.92","25.31","32.31","39.24","45.46","43520","52650","67190","81630","94560",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","42060","Santa Barbara-Santa Maria, CA","49-9042","Maintenance and repair workers, general",NA,"1450","13.8","16.66","34660","3.1","9.61","11.61","16.60","20.23","25.26","19980","24150","34520","42090","52540",NA,"green job","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
